"Year","Week","Offense","n"
2021,2,"Murder",10
2021,2,"Petit Larceny",1496
2021,2,"Rape",19
2021,2,"Robbery",215
2021,3,"Burglary",241
2021,3,"Fel. Assault",332
2021,3,"G.L.A.",139
2021,3,"Gr. Larceny",610
2021,3,"Misd. Assault",700
2021,3,"Murder",9
2021,3,"Petit Larceny",1659
2021,3,"Rape",19
2021,3,"Robbery",208
2021,4,"Burglary",213
2021,4,"Fel. Assault",344
2021,4,"G.L.A.",126
2021,4,"Gr. Larceny",557
2021,4,"Misd. Assault",647
2021,4,"Murder",6
2021,4,"Petit Larceny",1462
2021,4,"Rape",11
2021,4,"Robbery",187
2021,5,"Burglary",180
2021,5,"Fel. Assault",334
2021,5,"G.L.A.",116
2021,5,"Gr. Larceny",450
2021,5,"Misd. Assault",706
2021,5,"Murder",7
2021,5,"Petit Larceny",1250
2021,5,"Rape",22
2021,5,"Robbery",170
2021,6,"Burglary",200
2021,6,"Fel. Assault",309
2021,6,"G.L.A.",146
2021,6,"Gr. Larceny",532
2021,6,"Misd. Assault",677
2021,6,"Murder",7
2021,6,"Petit Larceny",1373
2021,6,"Rape",18
2021,6,"Robbery",221
2021,7,"Burglary",229
2021,7,"Fel. Assault",333
2021,7,"G.L.A.",137
2021,7,"Gr. Larceny",568
2021,7,"Misd. Assault",724
2021,7,"Murder",6
2021,7,"Petit Larceny",1402
2021,7,"Rape",18
2021,7,"Robbery",199
2021,8,"Burglary",220
2021,8,"Fel. Assault",357
2021,8,"G.L.A.",133
2021,8,"Gr. Larceny",568
2021,8,"Misd. Assault",742
2021,8,"Murder",7
2021,8,"Petit Larceny",1442
2021,8,"Rape",20
2021,8,"Robbery",229
2021,9,"Burglary",233
2021,9,"Fel. Assault",371
2021,9,"G.L.A.",122
2021,9,"Gr. Larceny",638
2021,9,"Misd. Assault",862
2021,9,"Murder",5
2021,9,"Petit Larceny",1456
2021,9,"Rape",32
2021,9,"Robbery",200
2021,10,"Burglary",197
2021,10,"Fel. Assault",379
2021,10,"G.L.A.",133
2021,10,"Gr. Larceny",569
2021,10,"Misd. Assault",749
2021,10,"Murder",15
2021,10,"Petit Larceny",1415
2021,10,"Rape",13
2021,10,"Robbery",192
2021,11,"Burglary",221
2021,11,"Fel. Assault",428
2021,11,"G.L.A.",163
2021,11,"Gr. Larceny",612
2021,11,"Misd. Assault",827
2021,11,"Murder",7
2021,11,"Petit Larceny",1416
2021,11,"Rape",17
2021,11,"Robbery",203
2021,12,"Burglary",197
2021,12,"Fel. Assault",346
2021,12,"G.L.A.",135
2021,12,"Gr. Larceny",649
2021,12,"Misd. Assault",872
2021,12,"Murder",5
2021,12,"Petit Larceny",1387
2021,12,"Rape",24
2021,12,"Robbery",177
2021,13,"Burglary",218
2021,13,"Fel. Assault",377
2021,13,"G.L.A.",169
2021,13,"Gr. Larceny",673
2021,13,"Misd. Assault",822
2021,13,"Murder",8
2021,13,"Petit Larceny",1417
2021,13,"Rape",42
2021,13,"Robbery",197
2021,14,"Burglary",194
2021,14,"Fel. Assault",444
2021,14,"G.L.A.",170
2021,14,"Gr. Larceny",572
2021,14,"Misd. Assault",793
2021,14,"Murder",9
2021,14,"Petit Larceny",1343
2021,14,"Rape",21
2021,14,"Robbery",186
2021,15,"Burglary",203
2021,15,"Fel. Assault",367
2021,15,"G.L.A.",175
2021,15,"Gr. Larceny",630
2021,15,"Misd. Assault",810
2021,15,"Murder",7
2021,15,"Petit Larceny",1370
2021,15,"Rape",16
2021,15,"Robbery",200
2021,16,"Burglary",182
2021,16,"Fel. Assault",379
2021,16,"G.L.A.",168
2021,16,"Gr. Larceny",658
2021,16,"Misd. Assault",807
2021,16,"Murder",7
2021,16,"Petit Larceny",1437
2021,16,"Rape",23
2021,16,"Robbery",218
2021,17,"Burglary",216
2021,17,"Fel. Assault",420
2021,17,"G.L.A.",185
2021,17,"Gr. Larceny",654
2021,17,"Misd. Assault",884
2021,17,"Murder",19
2021,17,"Petit Larceny",1457
2021,17,"Rape",16
2021,17,"Robbery",239
2021,18,"Burglary",221
2021,18,"Fel. Assault",428
2021,18,"G.L.A.",190
2021,18,"Gr. Larceny",695
2021,18,"Misd. Assault",911
2021,18,"Murder",8
2021,18,"Petit Larceny",1464
2021,18,"Rape",23
2021,18,"Robbery",217
2021,19,"Burglary",207
2021,19,"Fel. Assault",436
2021,19,"G.L.A.",210
2021,19,"Gr. Larceny",638
2021,19,"Misd. Assault",891
2021,19,"Murder",9
2021,19,"Petit Larceny",1586
2021,19,"Rape",27
2021,19,"Robbery",272
2021,20,"Burglary",241
2021,20,"Fel. Assault",529
2021,20,"G.L.A.",230
2021,20,"Gr. Larceny",671
2021,20,"Misd. Assault",1029
2021,20,"Murder",10
2021,20,"Petit Larceny",1711
2021,20,"Rape",19
2021,20,"Robbery",305
2021,21,"Burglary",228
2021,21,"Fel. Assault",510
2021,21,"G.L.A.",208
2021,21,"Gr. Larceny",690
2021,21,"Misd. Assault",1046
2021,21,"Murder",6
2021,21,"Petit Larceny",1638
2021,21,"Rape",28
2021,21,"Robbery",317
2021,22,"Burglary",210
2021,22,"Fel. Assault",392
2021,22,"G.L.A.",190
2021,22,"Gr. Larceny",693
2021,22,"Misd. Assault",827
2021,22,"Murder",11
2021,22,"Petit Larceny",1560
2021,22,"Rape",26
2021,22,"Robbery",220
2021,23,"Burglary",230
2021,23,"Fel. Assault",508
2021,23,"G.L.A.",207
2021,23,"Gr. Larceny",718
2021,23,"Misd. Assault",995
2021,23,"Murder",10
2021,23,"Petit Larceny",1583
2021,23,"Rape",23
2021,23,"Robbery",250
2021,24,"Burglary",232
2021,24,"Fel. Assault",462
2021,24,"G.L.A.",213
2021,24,"Gr. Larceny",738
2021,24,"Misd. Assault",957
2021,24,"Murder",13
2021,24,"Petit Larceny",1654
2021,24,"Rape",24
2021,24,"Robbery",253
2021,25,"Burglary",183
2021,25,"Fel. Assault",523
2021,25,"G.L.A.",197
2021,25,"Gr. Larceny",756
2021,25,"Misd. Assault",1003
2021,25,"Murder",9
2021,25,"Petit Larceny",1623
2021,25,"Rape",24
2021,25,"Robbery",283
2021,26,"Burglary",246
2021,26,"Fel. Assault",504
2021,26,"G.L.A.",228
2021,26,"Gr. Larceny",729
2021,26,"Misd. Assault",1071
2021,26,"Murder",5
2021,26,"Petit Larceny",1681
2021,26,"Rape",37
2021,26,"Robbery",281
2021,27,"Burglary",242
2021,27,"Fel. Assault",514
2021,27,"G.L.A.",200
2021,27,"Gr. Larceny",685
2021,27,"Misd. Assault",995
2021,27,"Murder",9
2021,27,"Petit Larceny",1629
2021,27,"Rape",33
2021,27,"Robbery",286
2021,28,"Burglary",248
2021,28,"Fel. Assault",496
2021,28,"G.L.A.",214
2021,28,"Gr. Larceny",786
2021,28,"Misd. Assault",1028
2021,28,"Murder",9
2021,28,"Petit Larceny",1702
2021,28,"Rape",26
2021,28,"Robbery",280
2021,29,"Burglary",232
2021,29,"Fel. Assault",479
2021,29,"G.L.A.",237
2021,29,"Gr. Larceny",732
2021,29,"Misd. Assault",1026
2021,29,"Murder",7
2021,29,"Petit Larceny",1798
2021,29,"Rape",33
2021,29,"Robbery",300
2021,30,"Burglary",250
2021,30,"Fel. Assault",487
2021,30,"G.L.A.",264
2021,30,"Gr. Larceny",791
2021,30,"Misd. Assault",1051
2021,30,"Murder",6
2021,30,"Petit Larceny",1709
2021,30,"Rape",25
2021,30,"Robbery",290
2021,31,"Burglary",227
2021,31,"Fel. Assault",479
2021,31,"G.L.A.",232
2021,31,"Gr. Larceny",783
2021,31,"Misd. Assault",983
2021,31,"Murder",16
2021,31,"Petit Larceny",1697
2021,31,"Rape",38
2021,31,"Robbery",256
2021,32,"Burglary",253
2021,32,"Fel. Assault",471
2021,32,"G.L.A.",213
2021,32,"Gr. Larceny",800
2021,32,"Misd. Assault",980
2021,32,"Murder",12
2021,32,"Petit Larceny",1694
2021,32,"Rape",42
2021,32,"Robbery",286
2021,33,"Burglary",207
2021,33,"Fel. Assault",492
2021,33,"G.L.A.",238
2021,33,"Gr. Larceny",790
2021,33,"Misd. Assault",1025
2021,33,"Murder",13
2021,33,"Petit Larceny",1740
2021,33,"Rape",16
2021,33,"Robbery",266
2021,34,"Burglary",245
2021,34,"Fel. Assault",457
2021,34,"G.L.A.",212
2021,34,"Gr. Larceny",789
2021,34,"Misd. Assault",1002
2021,34,"Murder",6
2021,34,"Petit Larceny",1624
2021,34,"Rape",27
2021,34,"Robbery",248
2021,35,"Burglary",218
2021,35,"Fel. Assault",473
2021,35,"G.L.A.",249
2021,35,"Gr. Larceny",846
2021,35,"Misd. Assault",965
2021,35,"Murder",14
2021,35,"Petit Larceny",1691
2021,35,"Rape",26
2021,35,"Robbery",264
2021,36,"Burglary",231
2021,36,"Fel. Assault",544
2021,36,"G.L.A.",241
2021,36,"Gr. Larceny",827
2021,36,"Misd. Assault",933
2021,36,"Murder",13
2021,36,"Petit Larceny",1670
2021,36,"Rape",24
2021,36,"Robbery",283
2021,37,"Burglary",294
2021,37,"Fel. Assault",517
2021,37,"G.L.A.",211
2021,37,"Gr. Larceny",884
2021,37,"Misd. Assault",1117
2021,37,"Murder",15
2021,37,"Petit Larceny",1777
2021,37,"Rape",33
2021,37,"Robbery",297
2021,38,"Burglary",299
2021,38,"Fel. Assault",512
2021,38,"G.L.A.",221
2021,38,"Gr. Larceny",901
2021,38,"Misd. Assault",1128
2021,38,"Murder",9
2021,38,"Petit Larceny",1856
2021,38,"Rape",25
2021,38,"Robbery",305
2021,39,"Burglary",278
2021,39,"Fel. Assault",518
2021,39,"G.L.A.",262
2021,39,"Gr. Larceny",965
2021,39,"Misd. Assault",1127
2021,39,"Murder",12
2021,39,"Petit Larceny",1895
2021,39,"Rape",19
2021,39,"Robbery",344
2021,40,"Burglary",284
2021,40,"Fel. Assault",523
2021,40,"G.L.A.",233
2021,40,"Gr. Larceny",1007
2021,40,"Misd. Assault",1045
2021,40,"Murder",12
2021,40,"Petit Larceny",1960
2021,40,"Rape",27
2021,40,"Robbery",314
2021,41,"Burglary",299
2021,41,"Fel. Assault",542
2021,41,"G.L.A.",240
2021,41,"Gr. Larceny",940
2021,41,"Misd. Assault",1040
2021,41,"Murder",9
2021,41,"Petit Larceny",2053
2021,41,"Rape",21
2021,41,"Robbery",346
2021,42,"Burglary",289
2021,42,"Fel. Assault",499
2021,42,"G.L.A.",239
2021,42,"Gr. Larceny",1012
2021,42,"Misd. Assault",1100
2021,42,"Murder",9
2021,42,"Petit Larceny",2134
2021,42,"Rape",28
2021,42,"Robbery",320
2021,43,"Burglary",298
2021,43,"Fel. Assault",446
2021,43,"G.L.A.",227
2021,43,"Gr. Larceny",978
2021,43,"Misd. Assault",1016
2021,43,"Murder",7
2021,43,"Petit Larceny",1938
2021,43,"Rape",18
2021,43,"Robbery",332
2021,44,"Burglary",287
2021,44,"Fel. Assault",509
2021,44,"G.L.A.",222
2021,44,"Gr. Larceny",1090
2021,44,"Misd. Assault",1040
2021,44,"Murder",9
2021,44,"Petit Larceny",1935
2021,44,"Rape",31
2021,44,"Robbery",363
2021,45,"Burglary",285
2021,45,"Fel. Assault",471
2021,45,"G.L.A.",220
2021,45,"Gr. Larceny",1105
2021,45,"Misd. Assault",1027
2021,45,"Murder",5
2021,45,"Petit Larceny",2004
2021,45,"Rape",25
2021,45,"Robbery",349
2021,46,"Burglary",302
2021,46,"Fel. Assault",471
2021,46,"G.L.A.",236
2021,46,"Gr. Larceny",1297
2021,46,"Misd. Assault",1032
2021,46,"Murder",5
2021,46,"Petit Larceny",2074
2021,46,"Rape",23
2021,46,"Robbery",335
2021,47,"Burglary",359
2021,47,"Fel. Assault",450
2021,47,"G.L.A.",270
2021,47,"Gr. Larceny",1395
2021,47,"Misd. Assault",1013
2021,47,"Murder",6
2021,47,"Petit Larceny",1877
2021,47,"Rape",19
2021,47,"Robbery",328
2021,48,"Burglary",313
2021,48,"Fel. Assault",430
2021,48,"G.L.A.",206
2021,48,"Gr. Larceny",1466
2021,48,"Misd. Assault",929
2021,48,"Murder",10
2021,48,"Petit Larceny",2219
2021,48,"Rape",31
2021,48,"Robbery",328
2021,49,"Burglary",281
2021,49,"Fel. Assault",450
2021,49,"G.L.A.",227
2021,49,"Gr. Larceny",1250
2021,49,"Misd. Assault",1032
2021,49,"Murder",10
2021,49,"Petit Larceny",2026
2021,49,"Rape",22
2021,49,"Robbery",320
2021,50,"Burglary",297
2021,50,"Fel. Assault",454
2021,50,"G.L.A.",248
2021,50,"Gr. Larceny",1309
2021,50,"Misd. Assault",1031
2021,50,"Murder",13
2021,50,"Petit Larceny",2063
2021,50,"Rape",24
2021,50,"Robbery",319
2021,51,"Burglary",333
2021,51,"Fel. Assault",419
2021,51,"G.L.A.",239
2021,51,"Gr. Larceny",1152
2021,51,"Misd. Assault",932
2021,51,"Murder",12
2021,51,"Petit Larceny",1937
2021,51,"Rape",17
2021,51,"Robbery",286
2021,52,"Burglary",308
2021,52,"Fel. Assault",362
2021,52,"G.L.A.",208
2021,52,"Gr. Larceny",964
2021,52,"Misd. Assault",806
2021,52,"Murder",8
2021,52,"Petit Larceny",1623
2021,52,"Rape",20
2021,52,"Robbery",299
2022,1,"Burglary",249
2022,1,"Fel. Assault",437
2022,1,"G.L.A.",249
2022,1,"Gr. Larceny",945
2022,1,"Misd. Assault",887
2022,1,"Murder",8
2022,1,"Petit Larceny",1764
2022,1,"Rape",38
2022,1,"Robbery",290
2022,2,"Burglary",283
2022,2,"Fel. Assault",388
2022,2,"G.L.A.",302
2022,2,"Gr. Larceny",903
2022,2,"Misd. Assault",866
2022,2,"Murder",6
2022,2,"Petit Larceny",1826
2022,2,"Rape",21
2022,2,"Robbery",294
2022,3,"Burglary",275
2022,3,"Fel. Assault",413
2022,3,"G.L.A.",280
2022,3,"Gr. Larceny",856
2022,3,"Misd. Assault",871
2022,3,"Murder",7
2022,3,"Petit Larceny",1940
2022,3,"Rape",22
2022,3,"Robbery",295
2022,4,"Burglary",276
2022,4,"Fel. Assault",413
2022,4,"G.L.A.",259
2022,4,"Gr. Larceny",839
2022,4,"Misd. Assault",956
2022,4,"Murder",5
2022,4,"Petit Larceny",1974
2022,4,"Rape",26
2022,4,"Robbery",293
2022,5,"Burglary",284
2022,5,"Fel. Assault",411
2022,5,"G.L.A.",214
2022,5,"Gr. Larceny",802
2022,5,"Misd. Assault",937
2022,5,"Murder",8
2022,5,"Petit Larceny",1729
2022,5,"Rape",25
2022,5,"Robbery",255
2022,6,"Burglary",306
2022,6,"Fel. Assault",481
2022,6,"G.L.A.",294
2022,6,"Gr. Larceny",883
2022,6,"Misd. Assault",1034
2022,6,"Murder",12
2022,6,"Petit Larceny",2062
2022,6,"Rape",24
2022,6,"Robbery",300
2022,7,"Burglary",312
2022,7,"Fel. Assault",460
2022,7,"G.L.A.",279
2022,7,"Gr. Larceny",913
2022,7,"Misd. Assault",970
2022,7,"Murder",7
2022,7,"Petit Larceny",2113
2022,7,"Rape",24
2022,7,"Robbery",341
2022,8,"Burglary",307
2022,8,"Fel. Assault",387
2022,8,"G.L.A.",274
2022,8,"Gr. Larceny",851
2022,8,"Misd. Assault",890
2022,8,"Murder",6
2022,8,"Petit Larceny",2041
2022,8,"Rape",29
2022,8,"Robbery",352
2022,9,"Burglary",287
2022,9,"Fel. Assault",440
2022,9,"G.L.A.",224
2022,9,"Gr. Larceny",943
2022,9,"Misd. Assault",1038
2022,9,"Murder",4
2022,9,"Petit Larceny",2113
2022,9,"Rape",29
2022,9,"Robbery",305
2022,10,"Burglary",312
2022,10,"Fel. Assault",448
2022,10,"G.L.A.",239
2022,10,"Gr. Larceny",870
2022,10,"Misd. Assault",1090
2022,10,"Murder",10
2022,10,"Petit Larceny",2064
2022,10,"Rape",27
2022,10,"Robbery",283
2022,11,"Burglary",296
2022,11,"Fel. Assault",448
2022,11,"G.L.A.",237
2022,11,"Gr. Larceny",876
2022,11,"Misd. Assault",1061
2022,11,"Murder",10
2022,11,"Petit Larceny",2161
2022,11,"Rape",20
2022,11,"Robbery",275
2022,12,"Burglary",311
2022,12,"Fel. Assault",509
2022,12,"G.L.A.",227
2022,12,"Gr. Larceny",878
2022,12,"Misd. Assault",1099
2022,12,"Murder",4
2022,12,"Petit Larceny",2184
2022,12,"Rape",17
2022,12,"Robbery",304
2022,13,"Burglary",295
2022,13,"Fel. Assault",454
2022,13,"G.L.A.",249
2022,13,"Gr. Larceny",934
2022,13,"Misd. Assault",1029
2022,13,"Murder",9
2022,13,"Petit Larceny",2184
2022,13,"Rape",29
2022,13,"Robbery",291
2022,14,"Burglary",342
2022,14,"Fel. Assault",501
2022,14,"G.L.A.",204
2022,14,"Gr. Larceny",908
2022,14,"Misd. Assault",1090
2022,14,"Murder",6
2022,14,"Petit Larceny",2209
2022,14,"Rape",19
2022,14,"Robbery",320
2022,15,"Burglary",266
2022,15,"Fel. Assault",552
2022,15,"G.L.A.",204
2022,15,"Gr. Larceny",890
2022,15,"Misd. Assault",1098
2022,15,"Murder",7
2022,15,"Petit Larceny",2154
2022,15,"Rape",19
2022,15,"Robbery",309
2022,16,"Burglary",269
2022,16,"Fel. Assault",435
2022,16,"G.L.A.",220
2022,16,"Gr. Larceny",923
2022,16,"Misd. Assault",973
2022,16,"Murder",7
2022,16,"Petit Larceny",2162
2022,16,"Rape",20
2022,16,"Robbery",277
2022,17,"Burglary",303
2022,17,"Fel. Assault",478
2022,17,"G.L.A.",230
2022,17,"Gr. Larceny",899
2022,17,"Misd. Assault",1103
2022,17,"Murder",7
2022,17,"Petit Larceny",2234
2022,17,"Rape",21
2022,17,"Robbery",281
2022,18,"Burglary",299
2022,18,"Fel. Assault",516
2022,18,"G.L.A.",224
2022,18,"Gr. Larceny",1009
2022,18,"Misd. Assault",1126
2022,18,"Murder",11
2022,18,"Petit Larceny",2084
2022,18,"Rape",30
2022,18,"Robbery",334
2022,19,"Burglary",298
2022,19,"Fel. Assault",511
2022,19,"G.L.A.",249
2022,19,"Gr. Larceny",865
2022,19,"Misd. Assault",1089
2022,19,"Murder",7
2022,19,"Petit Larceny",2241
2022,19,"Rape",16
2022,19,"Robbery",309
2022,20,"Burglary",282
2022,20,"Fel. Assault",585
2022,20,"G.L.A.",252
2022,20,"Gr. Larceny",976
2022,20,"Misd. Assault",1156
2022,20,"Murder",15
2022,20,"Petit Larceny",2346
2022,20,"Rape",33
2022,20,"Robbery",331
2022,21,"Burglary",271
2022,21,"Fel. Assault",513
2022,21,"G.L.A.",223
2022,21,"Gr. Larceny",931
2022,21,"Misd. Assault",1126
2022,21,"Murder",11
2022,21,"Petit Larceny",2258
2022,21,"Rape",25
2022,21,"Robbery",351
2022,22,"Burglary",320
2022,22,"Fel. Assault",565
2022,22,"G.L.A.",228
2022,22,"Gr. Larceny",1007
2022,22,"Misd. Assault",1198
2022,22,"Murder",8
2022,22,"Petit Larceny",2326
2022,22,"Rape",37
2022,22,"Robbery",369
2022,23,"Burglary",284
2022,23,"Fel. Assault",622
2022,23,"G.L.A.",273
2022,23,"Gr. Larceny",1082
2022,23,"Misd. Assault",1280
2022,23,"Murder",7
2022,23,"Petit Larceny",2411
2022,23,"Rape",29
2022,23,"Robbery",363
2022,24,"Burglary",315
2022,24,"Fel. Assault",573
2022,24,"G.L.A.",260
2022,24,"Gr. Larceny",1051
2022,24,"Misd. Assault",1198
2022,24,"Murder",4
2022,24,"Petit Larceny",2440
2022,24,"Rape",35
2022,24,"Robbery",363
2022,25,"Burglary",315
2022,25,"Fel. Assault",612
2022,25,"G.L.A.",267
2022,25,"Gr. Larceny",1084
2022,25,"Misd. Assault",1184
2022,25,"Murder",11
2022,25,"Petit Larceny",2445
2022,25,"Rape",32
2022,25,"Robbery",362
2022,26,"Burglary",287
2022,26,"Fel. Assault",568
2022,26,"G.L.A.",278
2022,26,"Gr. Larceny",1109
2022,26,"Misd. Assault",1289
2022,26,"Murder",11
2022,26,"Petit Larceny",2463
2022,26,"Rape",31
2022,26,"Robbery",397
2022,27,"Burglary",319
2022,27,"Fel. Assault",620
2022,27,"G.L.A.",279
2022,27,"Gr. Larceny",989
2022,27,"Misd. Assault",1218
2022,27,"Murder",12
2022,27,"Petit Larceny",2384
2022,27,"Rape",20
2022,27,"Robbery",387
2022,28,"Burglary",306
2022,28,"Fel. Assault",598
2022,28,"G.L.A.",337
2022,28,"Gr. Larceny",1118
2022,28,"Misd. Assault",1151
2022,28,"Murder",15
2022,28,"Petit Larceny",2499
2022,28,"Rape",33
2022,28,"Robbery",425
2022,29,"Burglary",325
2022,29,"Fel. Assault",588
2022,29,"G.L.A.",264
2022,29,"Gr. Larceny",1040
2022,29,"Misd. Assault",1052
2022,29,"Murder",10
2022,29,"Petit Larceny",2380
2022,29,"Rape",34
2022,29,"Robbery",399
2022,30,"Burglary",307
2022,30,"Fel. Assault",608
2022,30,"G.L.A.",258
2022,30,"Gr. Larceny",1048
2022,30,"Misd. Assault",1133
2022,30,"Murder",10
2022,30,"Petit Larceny",2402
2022,30,"Rape",30
2022,30,"Robbery",390
2022,31,"Burglary",286
2022,31,"Fel. Assault",563
2022,31,"G.L.A.",306
2022,31,"Gr. Larceny",1078
2022,31,"Misd. Assault",1100
2022,31,"Murder",9
2022,31,"Petit Larceny",2302
2022,31,"Rape",42
2022,31,"Robbery",369
2022,32,"Burglary",310
2022,32,"Fel. Assault",565
2022,32,"G.L.A.",254
2022,32,"Gr. Larceny",1064
2022,32,"Misd. Assault",1067
2022,32,"Murder",7
2022,32,"Petit Larceny",2325
2022,32,"Rape",22
2022,32,"Robbery",393
2022,33,"Burglary",297
2022,33,"Fel. Assault",487
2022,33,"G.L.A.",231
2022,33,"Gr. Larceny",1033
2022,33,"Misd. Assault",1001
2022,33,"Murder",4
2022,33,"Petit Larceny",2492
2022,33,"Rape",16
2022,33,"Robbery",370
2022,34,"Burglary",342
2022,34,"Fel. Assault",548
2022,34,"G.L.A.",288
2022,34,"Gr. Larceny",1033
2022,34,"Misd. Assault",1061
2022,34,"Murder",5
2022,34,"Petit Larceny",2534
2022,34,"Rape",33
2022,34,"Robbery",363
2022,35,"Burglary",330
2022,35,"Fel. Assault",546
2022,35,"G.L.A.",282
2022,35,"Gr. Larceny",1143
2022,35,"Misd. Assault",1075
2022,35,"Murder",16
2022,35,"Petit Larceny",2462
2022,35,"Rape",39
2022,35,"Robbery",357
2022,36,"Burglary",329
2022,36,"Fel. Assault",570
2022,36,"G.L.A.",298
2022,36,"Gr. Larceny",1056
2022,36,"Misd. Assault",1004
2022,36,"Murder",7
2022,36,"Petit Larceny",2283
2022,36,"Rape",24
2022,36,"Robbery",358
2022,37,"Burglary",338
2022,37,"Fel. Assault",515
2022,37,"G.L.A.",311
2022,37,"Gr. Larceny",1008
2022,37,"Misd. Assault",1105
2022,37,"Murder",10
2022,37,"Petit Larceny",2398
2022,37,"Rape",27
2022,37,"Robbery",351
2022,38,"Burglary",341
2022,38,"Fel. Assault",495
2022,38,"G.L.A.",291
2022,38,"Gr. Larceny",1080
2022,38,"Misd. Assault",1057
2022,38,"Murder",9
2022,38,"Petit Larceny",2418
2022,38,"Rape",30
2022,38,"Robbery",354
2022,39,"Burglary",349
2022,39,"Fel. Assault",494
2022,39,"G.L.A.",260
2022,39,"Gr. Larceny",1115
2022,39,"Misd. Assault",1056
2022,39,"Murder",12
2022,39,"Petit Larceny",2228
2022,39,"Rape",17
2022,39,"Robbery",371
2022,40,"Burglary",351
2022,40,"Fel. Assault",427
2022,40,"G.L.A.",256
2022,40,"Gr. Larceny",1074
2022,40,"Misd. Assault",1014
2022,40,"Murder",4
2022,40,"Petit Larceny",2237
2022,40,"Rape",35
2022,40,"Robbery",329
2022,41,"Burglary",309
2022,41,"Fel. Assault",502
2022,41,"G.L.A.",317
2022,41,"Gr. Larceny",976
2022,41,"Misd. Assault",993
2022,41,"Murder",8
2022,41,"Petit Larceny",2289
2022,41,"Rape",21
2022,41,"Robbery",345
2022,42,"Burglary",303
2022,42,"Fel. Assault",498
2022,42,"G.L.A.",264
2022,42,"Gr. Larceny",1057
2022,42,"Misd. Assault",1095
2022,42,"Murder",8
2022,42,"Petit Larceny",2274
2022,42,"Rape",27
2022,42,"Robbery",321
2022,43,"Burglary",337
2022,43,"Fel. Assault",497
2022,43,"G.L.A.",269
2022,43,"Gr. Larceny",1036
2022,43,"Misd. Assault",1083
2022,43,"Murder",7
2022,43,"Petit Larceny",2338
2022,43,"Rape",23
2022,43,"Robbery",356
2022,44,"Burglary",291
2022,44,"Fel. Assault",599
2022,44,"G.L.A.",286
2022,44,"Gr. Larceny",1113
2022,44,"Misd. Assault",1218
2022,44,"Murder",7
2022,44,"Petit Larceny",2219
2022,44,"Rape",24
2022,44,"Robbery",357
2022,45,"Burglary",310
2022,45,"Fel. Assault",481
2022,45,"G.L.A.",273
2022,45,"Gr. Larceny",987
2022,45,"Misd. Assault",1095
2022,45,"Murder",5
2022,45,"Petit Larceny",2219
2022,45,"Rape",24
2022,45,"Robbery",406
2022,46,"Burglary",283
2022,46,"Fel. Assault",469
2022,46,"G.L.A.",250
2022,46,"Gr. Larceny",960
2022,46,"Misd. Assault",939
2022,46,"Murder",9
2022,46,"Petit Larceny",2326
2022,46,"Rape",20
2022,46,"Robbery",331
2022,47,"Burglary",285
2022,47,"Fel. Assault",464
2022,47,"G.L.A.",267
2022,47,"Gr. Larceny",945
2022,47,"Misd. Assault",1005
2022,47,"Murder",7
2022,47,"Petit Larceny",2143
2022,47,"Rape",14
2022,47,"Robbery",339
2022,48,"Burglary",305
2022,48,"Fel. Assault",452
2022,48,"G.L.A.",290
2022,48,"Gr. Larceny",998
2022,48,"Misd. Assault",890
2022,48,"Murder",6
2022,48,"Petit Larceny",2363
2022,48,"Rape",31
2022,48,"Robbery",309
2022,49,"Burglary",312
2022,49,"Fel. Assault",472
2022,49,"G.L.A.",295
2022,49,"Gr. Larceny",1004
2022,49,"Misd. Assault",954
2022,49,"Murder",10
2022,49,"Petit Larceny",2231
2022,49,"Rape",20
2022,49,"Robbery",312
2022,50,"Burglary",277
2022,50,"Fel. Assault",422
2022,50,"G.L.A.",265
2022,50,"Gr. Larceny",913
2022,50,"Misd. Assault",903
2022,50,"Murder",7
2022,50,"Petit Larceny",2190
2022,50,"Rape",20
2022,50,"Robbery",295
2022,51,"Burglary",324
2022,51,"Fel. Assault",486
2022,51,"G.L.A.",306
2022,51,"Gr. Larceny",951
2022,51,"Misd. Assault",921
2022,51,"Murder",7
2022,51,"Petit Larceny",2027
2022,51,"Rape",20
2022,51,"Robbery",286
2022,52,"Burglary",259
2022,52,"Fel. Assault",428
2022,52,"G.L.A.",307
2022,52,"Gr. Larceny",857
2022,52,"Misd. Assault",929
2022,52,"Murder",10
2022,52,"Petit Larceny",1752
2022,52,"Rape",13
2022,52,"Robbery",264
2023,1,"Burglary",321
2023,1,"Fel. Assault",544
2023,1,"G.L.A.",256
2023,1,"Gr. Larceny",971
2023,1,"Misd. Assault",1057
2023,1,"Murder",7
2023,1,"Petit Larceny",1997
2023,1,"Rape",41
2023,1,"Robbery",335
2023,2,"Burglary",286
2023,2,"Fel. Assault",456
2023,2,"G.L.A.",307
2023,2,"Gr. Larceny",905
2023,2,"Misd. Assault",938
2023,2,"Murder",7
2023,2,"Petit Larceny",2066
2023,2,"Rape",22
2023,2,"Robbery",314
2023,3,"Burglary",289
2023,3,"Fel. Assault",493
2023,3,"G.L.A.",265
2023,3,"Gr. Larceny",897
2023,3,"Misd. Assault",1088
2023,3,"Murder",11
2023,3,"Petit Larceny",2083
2023,3,"Rape",20
2023,3,"Robbery",262
2023,4,"Burglary",269
2023,4,"Fel. Assault",410
2023,4,"G.L.A.",260
2023,4,"Gr. Larceny",842
2023,4,"Misd. Assault",975
